,Respondents,Labels,Normalised_EAR,Normalised_MAR,Normalised_MOE,Normalised_Circularity
0,1,0,-0.21133167917847057,-0.22588268150562354,-0.13794383500441915,-0.8616840623677756
1,1,0,0.6137279972042979,-0.5741374862048815,-0.6286484294946545,1.5786894033542198
2,1,0,1.4410097158169213,-1.6077014797911862,-1.587785348791373,0.18318808219239444
3,1,0,-0.5182550171821125,-0.44203900899899173,-0.2155222281594387,0.030799410747308204
4,1,0,-9.84254614591003,-0.9996646464711813,3.2119936538999454,-4.103637274381068
5,1,0,0.6413156905593237,-0.7206784679724179,-0.7447797955964158,0.8056679178765337
6,1,0,2.957400184082956,-0.7553573785353122,-1.3248205057118607,0.19683986724843858
7,1,0,-2.721611976594553,-0.8410406867121027,0.1422939519383801,-2.958423632378527
8,1,0,-1.6512243308249048,-1.055683859469301,-0.36873055535279503,-1.826236218549085
9,1,0,3.2571964500475215,-0.39505383872071675,-1.1452533277265944,1.9553350679861654
10,1,0,1.6469198631140425,-1.1680787095573255,-1.3180356460708729,0.06234488544344971
11,1,0,1.5840506858125063,-1.1085261466256207,-1.2606188486305365,2.952099389630425
12,1,0,2.037497566061136,-1.0939667247058715,-1.3547600872079237,-0.18799656861376043
13,1,0,2.2724734807005413,-0.1961585746573887,-0.7766099270550861,1.112788780552974
14,1,0,-2.76258680184525,-1.059957672118331,-0.028686920971440204,-1.0241416969649713
15,1,0,-6.364832781577771,-1.6560740280619735,0.740557779843049,-1.3468713656038414
16,1,0,-3.007416205395542,-1.4440078228578788,-0.27571603743696893,-0.3294266069187653
17,1,0,-2.457926858104683,-1.6927601510355934,-0.6527265775900405,-0.6657549310411633
18,1,0,0.16059390801106704,-1.4969652349239064,-1.204400396884219,0.6538702004075505
19,1,0,0.5964353762421107,-1.5769173887446941,-1.3701839643092144,1.1610307718671675
20,1,0,-2.0658578974714112,-1.3752634874703726,-0.506048762489727,-0.665062401457563
21,1,0,2.2932040219075502,-1.2934677195593975,-1.5525242858891317,2.282113940273608
22,1,0,0.05565253597490062,-1.6525073968495363,-1.2962661086335474,2.219677881423229
23,1,0,1.4302274917239874,-1.4969652349239064,-1.5053052533343765,1.287102468845922
24,1,0,2.087606816083402,-1.0186599341009568,-1.3128651749475946,2.722024778750224
25,1,0,0.725190913015279,-0.8576687254554104,-0.8679519040463163,1.368981362674925
26,1,0,-3.758882840188249,-1.105408462492034,0.26604088182882235,-0.5152621354394461
27,1,0,3.5573073014805408,-1.0740661424052367,-1.670111848536756,1.9575009725519399
28,1,0,0.7545287170921289,-1.4628441191907275,-1.3232123313289483,2.3226273186220037
29,1,0,0.4986145865756847,-1.2086108017206239,-1.0718429460056385,1.0415763590945186
30,1,0,-0.16923105866926594,-0.8535883583564369,-0.6299379544252189,0.3287941613273864
31,1,0,-0.2786722530310551,-0.963505550754342,-0.6845014133220175,-0.6129272133290706
32,1,0,0.5372938611911127,-1.2942884371046317,-1.1453534487834618,1.8138278599426967
33,1,0,0.463016802210477,-1.2263924900765306,-1.076247226396454,0.8521464178042158
34,1,0,-5.135758345948734,-0.6258391073083561,1.2197458361509566,-2.0343694937095043
35,1,0,1.826759748691212,-0.4357871870466221,-0.836963787266815,0.6216768070504434
36,1,0,-1.7133216700567875,-1.1199046918723572,-0.4022584706605899,0.5888182804194518
37,1,0,3.0069815251950667,-0.5944785571960388,-1.2253614218112128,2.1719499423810635
38,1,0,-3.2877541128273107,-1.2828835025209728,-0.04749598960832178,-2.172179592815269
39,1,0,-7.915495671705618,-1.3238988564924394,1.779087726297736,-3.2339577266969113
40,1,0,0.4435235158606687,-1.0119010894912945,-0.9109366173051893,0.8851874922195707
41,1,0,-3.5462430012678436,-1.3368485552225042,-0.008561886544696612,-1.44269065255277
42,1,0,-4.033007094876074,-0.19534498342640153,1.1698894596248903,-2.9827785848972943
43,1,0,-2.6083411755728774,-0.5096663746436759,0.3827634436773034,-1.0454095566930137
44,1,0,-5.471632520289828,-0.28676582339125883,1.67956081022846,-2.697961644659477
45,1,0,-3.281154128380505,-0.616914651664309,0.5232618280664377,-2.0530886105272037
46,1,0,0.3262734841670015,-0.4071357520962081,-0.4266168546748411,1.8270061320461177
47,1,0,-1.3980027385173772,-0.29394841579549597,0.16606506128259657,0.040922589021470196
48,1,0,-1.842360856150151,-0.012803368873358189,0.5363125563292505,-0.5643999653928536
49,1,0,-4.791287254914181,-0.20537074326472096,1.4656448772528556,-3.156517587267981
50,1,0,-0.7438938209124664,-0.11100312732801376,0.1087326243480371,-0.7574733465515304
51,1,0,-0.8500344879784414,0.05808008349638272,0.27359052899402364,-0.3809362680549233
52,1,0,-0.3976013956101194,-0.18885703191179326,-0.055176048950016515,-0.7020747502747966
53,1,0,-6.014369758797392,-0.27656784348465047,1.9322948180510136,-4.113248007825195
54,1,0,-4.285814827470601,-0.3665398291290513,1.11590551103819,-2.365511286806272
