,Respondents,MOE,MAR,EAR,Circularity,Labels
0,1,2.5341447996450084,0.7923967431033736,0.31268802919800603,0.43289644526003807,0
1,1,2.3799469810412828,0.7661992684253854,0.3219396375335031,0.48692348975095,0
2,1,2.078550127703292,0.6884493962493499,0.3312161622053622,0.45602870539742874,0
3,1,2.509766754015105,0.7761363790263163,0.3092464181321469,0.4526549965583029,0
4,1,3.5868210106442393,0.7341889792478982,0.20469072113415226,0.3611233527874575,0
5,1,2.3434541429357725,0.7551757201287358,0.32224898550081554,0.4698096886156071,0
6,1,2.161183560582508,0.7525669983851372,0.3482198421786516,0.45633094012050024,0
7,1,2.622206040403933,0.7461214698066408,0.28453960455819327,0.3864770575613968,0
8,1,2.461622941810364,0.7299749328250027,0.2965421391011872,0.4115423767177484,0
9,1,2.217610313967443,0.7796708394041681,0.35158153553555965,0.49526198890536477,0
10,1,2.1633156183784203,0.7215200279697487,0.3335250861409609,0.4533533768631351,0
11,1,2.1813581331947107,0.7259998707123633,0.3328201177351375,0.5173291975145584,0
12,1,2.1517754192925387,0.7270951035186936,0.3379047353174748,0.44781110676954233,0
13,1,2.3334519198225054,0.7946327396380227,0.3405395812477108,0.47660898910996735,0
14,1,2.5684774266479438,0.7296534351826425,0.28408014320565594,0.4292998212286937,0
15,1,2.8102030109810046,0.6848105703341466,0.24368722389742525,0.42215495983309126,0
16,1,2.490851597751516,0.7007632548798457,0.2813348075463117,0.4446800093866279,0
17,1,2.37238072233082,0.6820508559966375,0.28749637424406954,0.4372340894952072,0
18,1,2.199024082773941,0.6967795324935613,0.31685852735847003,0.46644906281365045,0
19,1,2.1469286576560362,0.690765130116602,0.3217457308855164,0.47767701097124055,0
20,1,2.418472402294658,0.7059345488900591,0.29189274528014675,0.4372494212987815,0
21,1,2.089630478370933,0.7120876371739806,0.34077203818788143,0.5024964949839418,0
22,1,2.170156424889178,0.6850788702387358,0.3156817925112105,0.501114232893025,0
23,1,2.1044684723458733,0.6967795324935613,0.3310952583275594,0.48046809245011607,0
24,1,2.1649403746519815,0.7327600583544395,0.33846662334625827,0.5122356118757815,0
25,1,2.3047488390746445,0.7448706252582115,0.3231895001440923,0.4822807964078923,0
26,1,2.6610919747568347,0.7262343985639291,0.2729084170908039,0.4405658258370995,0
27,1,2.052680048603654,0.7285921252219499,0.3549467564209914,0.49530993952603075,0
28,1,2.161688909390251,0.6993462941098916,0.32351847255725463,0.5033934142978298,0
29,1,2.240678613819002,0.7184710005227021,0.32064884097686086,0.4750324285070585,0
30,1,2.3795417638626364,0.7451775709551834,0.3131601143850318,0.45925225549173615,0
31,1,2.3623958752122545,0.736909047949431,0.31193292186188815,0.43840363403225224,0
32,1,2.2175788521699817,0.7120258986801568,0.32108256172420363,0.4921291830737429,0
33,1,2.239294623458185,0.7171333726589946,0.32024967377964403,0.4708386688183241,0
34,1,2.9607819006292635,0.7623100129394809,0.2574691546099579,0.40693454686093405,0
35,1,2.3144864695425236,0.7766066724582473,0.33554167746409413,0.4657363383394466,0
36,1,2.4510872112285806,0.7251439194176463,0.2958458255160068,0.465008888584262,0
37,1,2.192437341268497,0.7646691109515376,0.34877581062778124,0.5000575915541848,0
38,1,2.562566910654533,0.7128838351132737,0.2781913058149917,0.403883590742838,0
39,1,3.1365481361256267,0.7097984542870016,0.2262992383607316,0.3803770515657578,0
40,1,2.291241427299317,0.7332684925759486,0.3200310904993766,0.4715701599702072,0
41,1,2.5748014685313354,0.7088243129399456,0.275292802805592,0.4200336317036914,0
42,1,2.945115154097592,0.7946939420547142,0.2698345906607564,0.3859378670965815,0
43,1,2.697770588776277,0.7710491090874403,0.2858097394549743,0.4288289754258307,0
44,1,3.105273040023905,0.7878168075322257,0.25370291030065456,0.3922433845586153,0
45,1,2.7419204594589797,0.7629813552945466,0.2782653131539395,0.406520127276659,0
46,1,2.443432891864379,0.7787619772278389,0.3187163354560685,0.4924209347680002,0
47,1,2.629675816003807,0.787276496874359,0.2993815785516656,0.45287911201058495,0
48,1,2.746021488574891,0.8084256386757045,0.2943988756239686,0.4394779711450333,0
49,1,3.0380526173912505,0.7939397540695153,0.26133179837789133,0.38209148663771564,0
50,1,2.6116598104277253,0.8010385598736705,0.30671627165043375,0.4352035499138614,0
51,1,2.6634643575247425,0.8137578478038694,0.30552608879666976,0.44353964509689753,0
52,1,2.560153547481387,0.7951819983377072,0.3105993385123274,0.43643001072726473,0
53,1,3.184691560108681,0.7885839507755206,0.2476170567515208,0.3609105822707028,0
54,1,2.928151369357951,0.7818158063483878,0.26699979192667717,0.39960345076448217,0
55,1,2.635245998553268,0.7940218166510331,0.3013084232314348,0.4396885799456375,0
56,1,2.5428916970348614,0.8110619509117276,0.31895261282950677,0.4610889192069361,0
57,1,2.580480442762343,0.7889916055670647,0.3057537629397679,0.4295462884994547,0
58,1,2.6146675568816145,0.7682733253465359,0.29383212535930103,0.4595879996643777,0
59,1,2.780542123748044,0.8155531992367019,0.2933072627352875,0.41722642752865263,0
60,1,2.2421272684145674,0.7560624669849675,0.3372076499116785,0.4817285265784139,0
61,1,2.2789760553315057,0.7694167995112455,0.33761513101958596,0.46847009188978195,0
62,1,2.312702477694241,0.7758427772079702,0.3354702062590791,0.47601814710753804,0
63,1,2.566431898328655,0.7878286577707776,0.30697430868274256,0.4495752716479439,0
64,1,2.3531446108886125,0.7978337986498821,0.33905005028509405,0.4846428449563764,0
65,1,2.09863849181816,0.8291032867971393,0.3950672257416015,0.5338374586508323,0
66,1,2.355064980449925,0.8222757074459843,0.3491520252188083,0.4867110400306275,0
