,Respondents,MOE,MAR,EAR,Circularity,Labels,Normalised_EAR,Normalised_MAR,Normalised_MOE,Normalised_Circularity
0,1,2.5341447996450084,0.7923967431033736,0.31268802919800603,0.4328964452600381,0,-0.21133167917847057,-0.22588268150562354,-0.13794383500441915,-0.8616840623677756
1,1,2.3799469810412828,0.7661992684253854,0.3219396375335031,0.48692348975095,0,0.6137279972042979,-0.5741374862048815,-0.6286484294946545,1.5786894033542198
2,1,2.0785501277032923,0.6884493962493499,0.3312161622053622,0.4560287053974288,0,1.4410097158169213,-1.6077014797911862,-1.587785348791373,0.18318808219239444
3,1,2.509766754015105,0.7761363790263163,0.3092464181321469,0.4526549965583029,0,-0.5182550171821125,-0.44203900899899173,-0.2155222281594387,0.030799410747308204
4,1,3.5868210106442397,0.7341889792478982,0.20469072113415224,0.3611233527874575,0,-9.84254614591003,-0.9996646464711813,3.2119936538999454,-4.103637274381068
5,1,2.3434541429357725,0.7551757201287358,0.32224898550081554,0.4698096886156071,0,0.6413156905593237,-0.7206784679724179,-0.7447797955964158,0.8056679178765337
6,1,2.1611835605825083,0.7525669983851372,0.3482198421786516,0.4563309401205002,0,2.957400184082956,-0.7553573785353122,-1.3248205057118607,0.19683986724843858
7,1,2.6222060404039333,0.7461214698066408,0.2845396045581933,0.3864770575613968,0,-2.721611976594553,-0.8410406867121027,0.1422939519383801,-2.958423632378527
8,1,2.461622941810364,0.7299749328250027,0.2965421391011872,0.4115423767177484,0,-1.6512243308249048,-1.055683859469301,-0.36873055535279503,-1.826236218549085
9,1,2.2176103139674432,0.7796708394041681,0.35158153553555965,0.4952619889053648,0,3.2571964500475215,-0.39505383872071675,-1.1452533277265944,1.9553350679861654
10,1,2.1633156183784203,0.7215200279697487,0.3335250861409609,0.4533533768631351,0,1.6469198631140425,-1.1680787095573255,-1.3180356460708729,0.06234488544344971
11,1,2.1813581331947107,0.7259998707123633,0.3328201177351375,0.5173291975145584,0,1.5840506858125063,-1.1085261466256207,-1.2606188486305365,2.952099389630425
12,1,2.1517754192925387,0.7270951035186936,0.3379047353174748,0.4478111067695423,0,2.037497566061136,-1.0939667247058715,-1.3547600872079237,-0.18799656861376043
13,1,2.333451919822505,0.7946327396380227,0.3405395812477108,0.4766089891099674,0,2.2724734807005413,-0.1961585746573887,-0.7766099270550861,1.112788780552974
14,1,2.568477426647944,0.7296534351826425,0.28408014320565594,0.4292998212286937,0,-2.76258680184525,-1.059957672118331,-0.028686920971440204,-1.0241416969649713
15,1,2.810203010981005,0.6848105703341466,0.24368722389742525,0.4221549598330913,0,-6.364832781577771,-1.6560740280619735,0.740557779843049,-1.3468713656038414
16,1,2.490851597751516,0.7007632548798457,0.2813348075463117,0.4446800093866279,0,-3.007416205395542,-1.4440078228578788,-0.27571603743696893,-0.3294266069187653
17,1,2.3723807223308198,0.6820508559966375,0.28749637424406954,0.4372340894952072,0,-2.457926858104683,-1.6927601510355934,-0.6527265775900405,-0.6657549310411633
18,1,2.1990240827739407,0.6967795324935613,0.31685852735847003,0.4664490628136505,0,0.16059390801106704,-1.4969652349239064,-1.204400396884219,0.6538702004075505
19,1,2.146928657656036,0.690765130116602,0.3217457308855164,0.4776770109712406,0,0.5964353762421107,-1.5769173887446941,-1.3701839643092144,1.1610307718671675
20,1,2.418472402294658,0.7059345488900591,0.29189274528014675,0.4372494212987815,0,-2.0658578974714112,-1.3752634874703726,-0.506048762489727,-0.665062401457563
21,1,2.089630478370933,0.7120876371739806,0.34077203818788143,0.5024964949839418,0,2.2932040219075502,-1.2934677195593975,-1.5525242858891317,2.282113940273608
22,1,2.1701564248891785,0.6850788702387358,0.3156817925112105,0.501114232893025,0,0.05565253597490062,-1.6525073968495363,-1.2962661086335474,2.219677881423229
23,1,2.1044684723458733,0.6967795324935613,0.3310952583275594,0.4804680924501161,0,1.4302274917239874,-1.4969652349239064,-1.5053052533343765,1.287102468845922
24,1,2.164940374651981,0.7327600583544395,0.3384666233462583,0.5122356118757815,0,2.087606816083402,-1.0186599341009568,-1.3128651749475946,2.722024778750224
25,1,2.3047488390746445,0.7448706252582115,0.3231895001440923,0.4822807964078923,0,0.725190913015279,-0.8576687254554104,-0.8679519040463163,1.368981362674925
26,1,2.6610919747568347,0.7262343985639291,0.2729084170908039,0.4405658258370995,0,-3.758882840188249,-1.105408462492034,0.26604088182882235,-0.5152621354394461
27,1,2.052680048603654,0.7285921252219499,0.3549467564209914,0.4953099395260308,0,3.5573073014805408,-1.0740661424052367,-1.670111848536756,1.9575009725519399
28,1,2.161688909390251,0.6993462941098916,0.32351847255725463,0.5033934142978298,0,0.7545287170921289,-1.4628441191907275,-1.3232123313289483,2.3226273186220037
29,1,2.240678613819002,0.7184710005227021,0.3206488409768609,0.4750324285070585,0,0.4986145865756847,-1.2086108017206239,-1.0718429460056385,1.0415763590945186
30,1,2.3795417638626364,0.7451775709551834,0.3131601143850318,0.4592522554917362,0,-0.16923105866926594,-0.8535883583564369,-0.6299379544252189,0.3287941613273864
31,1,2.3623958752122545,0.7369090479494309,0.3119329218618881,0.43840363403225213,0,-0.2786722530310551,-0.963505550754342,-0.6845014133220175,-0.6129272133290706
32,1,2.2175788521699817,0.7120258986801568,0.32108256172420363,0.4921291830737429,0,0.5372938611911127,-1.2942884371046317,-1.1453534487834618,1.8138278599426967
33,1,2.239294623458185,0.7171333726589946,0.32024967377964403,0.4708386688183241,0,0.463016802210477,-1.2263924900765306,-1.076247226396454,0.8521464178042158
34,1,2.9607819006292635,0.7623100129394809,0.2574691546099579,0.4069345468609341,0,-5.135758345948734,-0.6258391073083561,1.2197458361509566,-2.0343694937095043
35,1,2.314486469542524,0.7766066724582473,0.3355416774640941,0.4657363383394466,0,1.826759748691212,-0.4357871870466221,-0.836963787266815,0.6216768070504434
